numero_pedido;quantidade_pedida; preco_unitario ;numero_linha_pedido;valor_venda;data_pedido;status_pedido;trimestre;mes;ano;linha_produto;preco_sugerido;codigo_produto;nome_cliente;telefone;endereco_1;endereco_2;cidade;estado;cep;pais;territorio;sobrenome_contato;nome_contato;porte_negocio
10275;25,00; R$ 952,00 ;11;R$ 23.800,00;23/07/2004;Enviado;3;7;2004;Aviões;109;S24_1785;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;França;EMEA;Labrune;Janine;Pequeno
10284;22,00; R$ 1.000,00 ;3;R$ 231.088,00;21/08/2004;Enviado;3;8;2004;Aviões;109;S24_1785;Norway Gifts By Mail, Co.;+47 2212 1555;Drammensveien 126 A, PB 744 Sentrum;;Oslo;;N 0106;Norway;EMEA;Klaeboe;Jan;Pequeno
10297;32,00; R$ 1.000,00 ;6;R$ 406.176,00;16/09/2004;Enviado;3;9;2004;Aviões;109;S24_1785;Clover Collections, Co.;+353 1862 1555;25 Maiden Lane;Floor No. 4;Dublin;;2;Ireland;EMEA;Cassidy;Dean;Médio
10308;31,00; R$ 1.000,00 ;9;R$ 34.937,00;15/10/2004;Enviado;4;10;2004;Aviões;109;S24_1785;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;EUA;;Frick;Steve;Médio
10316;25,00; R$ 1.000,00 ;1;R$ 287.225,00;01/11/2004;Enviado;4;11;2004;Aviões;109;S24_1785;giftsbymail.co.uk;(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;PO31 7PJ;Reino Unido;EMEA;Bennett;Helen;Pequeno
10328;47,00; R$ 8.754,00 ;14;R$ 411.438,00;12/11/2004;Enviado;4;11;2004;Aviões;109;S24_1785;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Médio
10339;21,00; R$ 5.065,00 ;7;R$ 106.365,00;23/11/2004;Enviado;4;11;2004;Aviões;109;S24_1785;Tokyo Collectables, Ltd;+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;106-0032;Japan;Japan;Shimamura;Akiko;Pequeno
10353;28,00; R$ 7.173,00 ;2;R$ 200.844,00;04/12/2004;Enviado;4;12;2004;Aviões;109;S24_1785;Gift Ideas Corp.;2035554407;2440 Pompton St.;;Glendale;CT;97561;EUA;;Lewis;Dan;Pequeno
10374;46,00; R$ 941,00 ;3;R$ 43.286,00;02/02/2005;Enviado;1;2;2005;Aviões;109;S24_1785;Australian Gift Network, Co;61-7-3844-6555;31 Duncan St. West End;;South Brisbane;Queensland;4101;Austrália;APAC;Calaghan;Tony;Médio
10386;33,00; R$ 4.171,00 ;11;R$ 137.643,00;01/03/2005;Resolved;1;3;2005;Aviões;109;S24_1785;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10398;43,00; R$ 1.000,00 ;16;R$ 555.216,00;30/03/2005;Enviado;1;3;2005;Aviões;109;S24_1785;Reims Collectables;26.47.1555;59 rue de l'Abbaye;;Reims;;51100;França;EMEA;Henriot;Paul;Médio
10401;38,00; R$ 9.629,00 ;5;R$ 365.902,00;03/04/2005;Em Espera;2;4;2005;Aviões;109;S24_1785;Tekni Collectables Inc.;2015559350;7476 Moss Rd.;;Newark;NJ;94019;EUA;;Brown;William;Médio
10416;47,00; R$ 8.863,00 ;6;R$ 416.561,00;10/05/2005;Enviado;2;5;2005;Aviões;109;S24_1785;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Médio
10101;45,00; R$ 312,00 ;3;R$ 14.040,00;09/01/2003;Enviado;1;1;2003;Carros Vintage;33;S24_1937;Blauer See Auto, Co.;+49 69 66 90 2555;Lyonerstr. 34;;Frankfurt;;60528;Alemanha;EMEA;Keitel;Roland;Pequeno
10110;20,00; R$ 3.551,00 ;3;R$ 7.102,00;18/03/2003;Enviado;1;3;2003;Carros Vintage;33;S24_1937;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;Reino Unido;EMEA;Ashworth;Victoria;Pequeno
10124;45,00; R$ 3.784,00 ;2;R$ 17.028,00;21/05/2003;Enviado;2;5;2003;Carros Vintage;33;S24_1937;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;EUA;;King;Sue;Pequeno
10149;36,00; R$ 3.319,00 ;7;R$ 119.484,00;12/09/2003;Enviado;3;9;2003;Carros Vintage;33;S24_1937;Signal Collectibles Ltd.;4155554312;2793 Furth Circle;;Brisbane;CA;94217;EUA;;Taylor;Sue;Pequeno
10162;37,00; R$ 2.722,00 ;5;R$ 100.714,00;18/10/2003;Enviado;4;10;2003;Carros Vintage;33;S24_1937;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;EUA;;Brown;Julie;Pequeno
10173;31,00; R$ 3.153,00 ;9;R$ 97.743,00;05/11/2003;Enviado;4;11;2003;Carros Vintage;33;S24_1937;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Pequeno
10182;39,00; R$ 3.684,00 ;6;R$ 143.676,00;12/11/2003;Enviado;4;11;2003;Carros Vintage;33;S24_1937;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Pequeno
10193;26,00; R$ 2.921,00 ;10;R$ 75.946,00;21/11/2003;Enviado;4;11;2003;Carros Vintage;33;S24_1937;Australian Collectables, Ltd;61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;3150;Austrália;APAC;Connery;Sean;Pequeno
10205;32,00; R$ 3.717,00 ;5;R$ 118.944,00;03/12/2003;Enviado;4;12;2003;Carros Vintage;33;S24_1937;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10214;20,00; R$ 3.419,00 ;3;R$ 6.838,00;26/01/2004;Enviado;1;1;2004;Carros Vintage;33;S24_1937;Corrida Auto Replicas, Ltd;(91) 555 22 82;C/ Araquil, 67;;Madrid;;28023;Spain;EMEA;Sommer;Mart�n;Pequeno
10227;42,00; R$ 2.921,00 ;6;R$ 122.682,00;02/03/2004;Enviado;1;3;2004;Carros Vintage;33;S24_1937;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;França;EMEA;Saveley;Mary;Pequeno
10243;33,00; R$ 2.954,00 ;1;R$ 97.482,00;26/04/2004;Enviado;2;4;2004;Carros Vintage;33;S24_1937;Diecast Collectables;6175552555;6251 Ingle Ln.;;Boston;MA;51003;EUA;;Franco;Valarie;Pequeno
10280;20,00; R$ 2.888,00 ;12;R$ 5.776,00;17/08/2004;Enviado;3;8;2004;Carros Vintage;33;S24_1937;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Pequeno
10288;29,00; R$ 3.817,00 ;1;R$ 110.693,00;01/09/2004;Enviado;3;9;2004;Carros Vintage;33;S24_1937;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Pequeno
10304;23,00; R$ 302,00 ;16;R$ 6.946,00;11/10/2004;Enviado;4;10;2004;Carros Vintage;33;S24_1937;Auto Assoc. & Cie.;30.59.8555;67, avenue de l'Europe;;Versailles;;78000;França;EMEA;Tonini;Daniel;Pequeno
10312;39,00; R$ 2.954,00 ;13;R$ 115.206,00;21/10/2004;Enviado;4;10;2004;Carros Vintage;33;S24_1937;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Pequeno
10322;20,00; R$ 1.000,00 ;3;R$ 26.240,00;04/11/2004;Enviado;4;11;2004;Carros Vintage;33;S24_1937;Online Diecast Creations Co.;6035558647;2304 Long Airport Avenue;;Nashua;NH;62005;EUA;;Young;Valarie;Pequeno
10332;45,00; R$ 8.191,00 ;6;R$ 368.595,00;17/11/2004;Enviado;4;11;2004;Carros Vintage;33;S24_1937;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;Reino Unido;EMEA;Ashworth;Victoria;Médio
10344;20,00; R$ 3.518,00 ;6;R$ 7.036,00;25/11/2004;Enviado;4;11;2004;Carros Vintage;33;S24_1937;Marseille Mini Autos;91.24.4555;12, rue des Bouchers;;Marseille;;13008;França;EMEA;Lebihan;Laurence;Pequeno
10356;48,00; R$ 1.000,00 ;5;R$ 97.200,00;09/12/2004;Enviado;4;12;2004;Carros Vintage;33;S24_1937;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;França;EMEA;Da Cunha;Daniel;Grande
10367;23,00; R$ 3.629,00 ;13;R$ 83.467,00;12/01/2005;Resolved;1;1;2005;Carros Vintage;33;S24_1937;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;EUA;;Young;Julie;Pequeno
10380;32,00; R$ 7.056,00 ;4;R$ 225.792,00;16/02/2005;Enviado;1;2;2005;Carros Vintage;33;S24_1937;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10391;33,00; R$ 1.000,00 ;8;R$ 834.471,00;09/03/2005;Enviado;1;3;2005;Carros Vintage;33;S24_1937;Anna's Decorations, Ltd;02 9936 8555;201 Miller Street;Level 15;North Sydney;NSW;2060;Austrália;APAC;O'Hara;Anna;Grande
10409;61,00; R$ 2.954,00 ;1;R$ 180.194,00;23/04/2005;Enviado;2;4;2005;Carros Vintage;33;S24_1937;Handji Gifts& Co;+65 224 1555;Village Close - 106 Linden Road Sandown;2nd Floor;Singapore;;69045;Singapore;APAC;Victorino;Wendy;Pequeno
10420;45,00; R$ 2.688,00 ;1;R$ 12.096,00;29/05/2005;In Process;2;5;2005;Carros Vintage;33;S24_1937;Souveniers And Things Co.;+61 2 9495 8555;Monitor Money Building, 815 Pacific Hwy;Level 6;Chatswood;NSW;2067;Austrália;APAC;Huxley;Adrian;Pequeno
10107;38,00; R$ 8.303,00 ;7;R$ 315.514,00;24/02/2003;Enviado;1;2;2003;Motocicletas;76;S24_2000;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;EUA;;Yu;Kwai;Médio
10120;34,00; R$ 8.379,00 ;5;R$ 284.886,00;29/04/2003;Enviado;2;4;2003;Motocicletas;76;S24_2000;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Austrália;APAC;Ferguson;Peter;Pequeno
10134;43,00; R$ 8.303,00 ;7;R$ 357.029,00;01/07/2003;Enviado;3;7;2003;Motocicletas;76;S24_2000;Lyon Souveniers;+33 1 46 62 7555;27 rue du Colonel Pierre Avia;;Paris;;75508;França;EMEA;Da Cunha;Daniel;Médio
10145;47,00; R$ 8.303,00 ;11;R$ 390.241,00;25/08/2003;Enviado;3;8;2003;Motocicletas;76;S24_2000;Toys4GrownUps.com;6265557265;78934 Hillside Dr.;;Pasadena;CA;90003;EUA;;Young;Julie;Médio
10158;22,00; R$ 6.703,00 ;1;R$ 147.466,00;10/10/2003;Enviado;4;10;2003;Motocicletas;76;S24_2000;Baane Mini Imports;07-98 9555;Erling Skakkes gate 78;;Stavern;;4110;Norway;EMEA;Bergulfsen;Jonas;Pequeno
10168;29,00; R$ 7.541,00 ;6;R$ 218.689,00;28/10/2003;Enviado;4;10;2003;Motocicletas;76;S24_2000;Technics Stores Inc.;6505556809;9408 Furth Circle;;Burlingame;CA;94217;EUA;;Hirano;Juri;Pequeno
10180;28,00; R$ 6.855,00 ;14;R$ 19.194,00;11/11/2003;Enviado;4;11;2003;Motocicletas;76;S24_2000;Daedalus Designs Imports;20.16.1555;184, chausse de Tournai;;Lille;;59000;França;EMEA;Rance;Martine;Pequeno
10188;40,00; R$ 914,00 ;6;R$ 36.560,00;18/11/2003;Enviado;4;11;2003;Motocicletas;76;S24_2000;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Médio
10201;25,00; R$ 7.388,00 ;7;R$ 18.470,00;01/12/2003;Enviado;4;12;2003;Motocicletas;76;S24_2000;Mini Wheels Co.;6505555787;5557 North Pendale Street;;San Francisco;CA;;EUA;;Murphy;Julie;Pequeno
10210;30,00; R$ 617,00 ;4;R$ 18.510,00;12/01/2004;Enviado;1;1;2004;Motocicletas;76;S24_2000;Osaka Souveniers Co.;+81 06 6342 5555;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;;Osaka;Osaka;530-0003;Japan;Japan;Kentary;Mory;Pequeno
10223;38,00; R$ 6.931,00 ;6;R$ 263.378,00;20/02/2004;Enviado;1;2;2004;Motocicletas;76;S24_2000;Australian Collectors, Co.;03 9520 4555;636 St Kilda Road;Level 3;Melbourne;Victoria;3004;Austrália;APAC;Ferguson;Peter;Pequeno
10236;36,00; R$ 876,00 ;3;R$ 31.536,00;03/04/2004;Enviado;2;4;2004;Motocicletas;76;S24_2000;Motor Mint Distributors Inc.;2155559857;11328 Douglas Av.;;Philadelphia;PA;71270;EUA;;Hernandez;Rosa;Médio
10250;32,00; R$ 876,00 ;1;R$ 28.032,00;11/05/2004;Enviado;2;5;2004;Motocicletas;76;S24_2000;The Sharp Gifts Warehouse;4085553659;3086 Ingle Ln.;;San Jose;CA;94217;EUA;;Frick;Sue;Pequeno
10263;37,00; R$ 6.246,00 ;7;R$ 231.102,00;28/06/2004;Enviado;2;6;2004;Motocicletas;76;S24_2000;Gift Depot Inc.;2035552570;25593 South Bay Ln.;;Bridgewater;CT;97562;EUA;;King;Julie;Pequeno
10275;30,00; R$ 7.998,00 ;6;R$ 23.994,00;23/07/2004;Enviado;3;7;2004;Motocicletas;76;S24_2000;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;França;EMEA;Labrune;Janine;Pequeno
10285;39,00; R$ 7.008,00 ;11;R$ 273.312,00;27/08/2004;Enviado;3;8;2004;Motocicletas;76;S24_2000;Marta's Replicas Co.;6175558555;39323 Spinnaker Dr.;;Cambridge;MA;51247;EUA;;Hernandez;Marta;Pequeno
10297;32,00; R$ 6.551,00 ;1;R$ 209.632,00;16/09/2004;Enviado;3;9;2004;Motocicletas;76;S24_2000;Clover Collections, Co.;+353 1862 1555;25 Maiden Lane;Floor No. 4;Dublin;;2;Ireland;EMEA;Cassidy;Dean;Pequeno
10308;47,00; R$ 6.322,00 ;4;R$ 297.134,00;15/10/2004;Enviado;4;10;2004;Motocicletas;76;S24_2000;Mini Classics;9145554562;3758 North Pendale Street;;White Plains;NY;24067;EUA;;Frick;Steve;Pequeno
10318;26,00; R$ 8.683,00 ;6;R$ 225.758,00;02/11/2004;Enviado;4;11;2004;Motocicletas;76;S24_2000;Diecast Classics Inc.;2155551555;7586 Pompton St.;;Allentown;PA;70267;EUA;;Yu;Kyung;Pequeno
10329;37,00; R$ 9.443,00 ;4;R$ 349.391,00;15/11/2004;Enviado;4;11;2004;Motocicletas;76;S24_2000;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;EUA;;Yu;Kwai;Médio
10340;55,00; R$ 7.998,00 ;8;R$ 43.989,00;24/11/2004;Enviado;4;11;2004;Motocicletas;76;S24_2000;Enaco Distributors;(93) 203 4555;Rambla de Catalu�a, 23;;Barcelona;;8022;Spain;EMEA;Saavedra;Eduardo;Médio
10363;21,00; R$ 1.000,00 ;8;R$ 359.562,00;06/01/2005;Enviado;1;1;2005;Motocicletas;76;S24_2000;Suominen Souveniers;+358 9 8045 555;Software Engineering Center, SEC Oy;;Espoo;;FIN-02271;Finland;EMEA;Suominen;Kalle;Médio
10375;23,00; R$ 1.000,00 ;9;R$ 244.329,00;03/02/2005;Enviado;1;2;2005;Motocicletas;76;S24_2000;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;França;EMEA;Labrune;Janine;Pequeno
10389;49,00; R$ 814,00 ;2;R$ 39.886,00;03/03/2005;Enviado;1;3;2005;Motocicletas;76;S24_2000;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Médio
10402;59,00; R$ 876,00 ;3;R$ 51.684,00;07/04/2005;Enviado;2;4;2005;Motocicletas;76;S24_2000;Auto Canal Petit;(1) 47.55.6555;25, rue Lauriston;;Paris;;75016;França;EMEA;Perrier;Dominique;Médio
10416;32,00; R$ 876,00 ;1;R$ 28.032,00;10/05/2005;Enviado;2;5;2005;Motocicletas;76;S24_2000;L'ordine Souveniers;0522-556555;Strada Provinciale 124;;Reggio Emilia;;42100;Italy;EMEA;Moroni;Maurizio;Pequeno
10105;43,00; R$ 1.000,00 ;9;R$ 634.121,00;11/02/2003;Enviado;1;2;2003;Navios;122;S24_2011;Danish Wholesale Imports;31 12 3555;Vinb'ltet 34;;Kobenhavn;;1734;Denmark;EMEA;Petersen;Jytte;Médio
10117;41,00; R$ 1.000,00 ;3;R$ 518.978,00;16/04/2003;Enviado;2;4;2003;Navios;122;S24_2011;Dragon Souveniers, Ltd.;+65 221 7555;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;;Singapore;;79903;Singapore;Japan;Natividad;Eric;Médio
10129;45,00; R$ 1.000,00 ;9;R$ 602.775,00;12/06/2003;Enviado;2;6;2003;Navios;122;S24_2011;Stylish Desk Decors, Co.;(171) 555-0297;35 King George;;London;;WX3 6FW;Reino Unido;EMEA;Brown;Ann;Médio
10142;33,00; R$ 1.000,00 ;6;R$ 33.660,00;08/08/2003;Enviado;3;8;2003;Navios;122;S24_2011;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
10153;40,00; R$ 1.000,00 ;5;R$ 54.564,00;28/09/2003;Enviado;3;9;2003;Navios;122;S24_2011;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Médio
10167;33,00; R$ 1.000,00 ;16;R$ 381.216,00;23/10/2003;Cancelado;4;10;2003;Navios;122;S24_2011;Scandinavian Gift Ideas;0695-34 6555;?kergatan 24;;Boras;;S-844 67;Sweden;EMEA;Larsson;Maria;Médio
10177;50,00; R$ 1.000,00 ;7;R$ 60.830,00;07/11/2003;Enviado;4;11;2003;Navios;122;S24_2011;CAF Imports;+34 913 728 555;Merchants House, 27-30 Merchant's Quay;;Madrid;;28023;Spain;EMEA;Fernandez;Jesus;Médio
10185;30,00; R$ 1.000,00 ;7;R$ 31.707,00;14/11/2003;Enviado;4;11;2003;Navios;122;S24_2011;Mini Creations Ltd.;5085559555;4575 Hillside Dr.;;New Bedford;MA;50553;EUA;;Tam;Wing C;Médio
10197;41,00; R$ 1.000,00 ;13;R$ 45.346,00;26/11/2003;Enviado;4;11;2003;Navios;122;S24_2011;Enaco Distributors;(93) 203 4555;Rambla de Catalu�a, 23;;Barcelona;;8022;Spain;EMEA;Saavedra;Eduardo;Médio
10208;35,00; R$ 1.000,00 ;7;R$ 430.115,00;02/01/2004;Enviado;1;1;2004;Navios;122;S24_2011;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;França;EMEA;Saveley;Mary;Médio
10221;49,00; R$ 1.000,00 ;1;R$ 680.463,00;18/02/2004;Enviado;1;2;2004;Navios;122;S24_2011;Petit Auto;(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;B-1180;Belgium;EMEA;Dewey;Catherine;Médio
10232;46,00; R$ 1.000,00 ;4;R$ 565.294,00;20/03/2004;Enviado;1;3;2004;Navios;122;S24_2011;giftsbymail.co.uk;(198) 555-8888;Garden House Crowther Way;;Cowes;Isle of Wight;PO31 7PJ;Reino Unido;EMEA;Bennett;Helen;Médio
10248;48,00; R$ 1.000,00 ;10;R$ 696.048,00;07/05/2004;Cancelado;2;5;2004;Navios;122;S24_2011;Land of Toys Inc.;2125557818;897 Long Airport Avenue;;NYC;NY;10022;EUA;;Yu;Kwai;Médio
10261;36,00; R$ 1.000,00 ;8;R$ 45.126,00;17/06/2004;Enviado;2;6;2004;Navios;122;S24_2011;Quebec Home Shopping Network;(514) 555-8054;43 rue St. Laurent;;Montreal;Quebec;H1J 1C3;Canadá;;Fresnisre;Jean;Médio
10273;22,00; R$ 1.000,00 ;11;R$ 278.476,00;21/07/2004;Enviado;3;7;2004;Navios;122;S24_2011;Petit Auto;(02) 5554 67;Rue Joseph-Bens 532;;Bruxelles;;B-1180;Belgium;EMEA;Dewey;Catherine;Pequeno
10283;42,00; R$ 1.000,00 ;13;R$ 531.636,00;20/08/2004;Enviado;3;8;2004;Navios;122;S24_2011;Royal Canadian Collectables, Ltd.;(604) 555-4555;23 Tsawassen Blvd.;;Tsawassen;BC;T2F 8M4;Canadá;;Lincoln;Elizabeth;Médio
10293;21,00; R$ 1.000,00 ;2;R$ 294.189,00;09/09/2004;Enviado;3;9;2004;Navios;122;S24_2011;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Pequeno
10306;29,00; R$ 1.000,00 ;7;R$ 32.074,00;14/10/2004;Enviado;4;10;2004;Navios;122;S24_2011;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;Reino Unido;EMEA;Ashworth;Victoria;Médio
10315;35,00; R$ 1.000,00 ;6;R$ 421.505,00;29/10/2004;Enviado;4;10;2004;Navios;122;S24_2011;La Rochelle Gifts;40.67.8555;67, rue des Cinquante Otages;;Nantes;;44000;França;EMEA;Labrune;Janine;Médio
10326;41,00; R$ 1.000,00 ;4;R$ 433.329,00;09/11/2004;Enviado;4;11;2004;Navios;122;S24_2011;Volvo Model Replicas, Co;0921-12 3555;Berguvsv�gen  8;;Lule;;S-958 22;Sweden;EMEA;Berglund;Christina;Médio
10337;29,00; R$ 7.197,00 ;4;R$ 208.713,00;21/11/2004;Enviado;4;11;2004;Navios;122;S24_2011;Classic Legends Inc.;2125558493;5905 Pompton St.;Suite 750;NYC;NY;10022;EUA;;Hernandez;Maria;Pequeno
10350;34,00; R$ 5.033,00 ;7;R$ 171.122,00;02/12/2004;Enviado;4;12;2004;Navios;122;S24_2011;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10372;37,00; R$ 1.000,00 ;8;R$ 391.053,00;26/01/2005;Enviado;1;1;2005;Navios;122;S24_2011;Tokyo Collectables, Ltd;+81 3 3584 0555;2-2-8 Roppongi;;Minato-ku;Tokyo;106-0032;Japan;Japan;Shimamura;Akiko;Médio
10384;28,00; R$ 8.054,00 ;3;R$ 225.512,00;23/02/2005;Enviado;1;2;2005;Navios;122;S24_2011;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;EUA;;Brown;Julie;Pequeno
10396;49,00; R$ 1.000,00 ;6;R$ 572.075,00;23/03/2005;Enviado;1;3;2005;Navios;122;S24_2011;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Médio
10414;23,00; R$ 1.000,00 ;10;R$ 333.523,00;06/05/2005;Em Espera;2;5;2005;Navios;122;S24_2011;Gifts4AllAges.com;6175559555;8616 Spinnaker Dr.;;Boston;MA;51003;EUA;;Yoshido;Juri;Médio
10101;46,00; R$ 5.376,00 ;2;R$ 247.296,00;09/01/2003;Enviado;1;1;2003;Carros Vintage;44;S24_2022;Blauer See Auto, Co.;+49 69 66 90 2555;Lyonerstr. 34;;Frankfurt;;60528;Alemanha;EMEA;Keitel;Roland;Pequeno
10110;39,00; R$ 4.435,00 ;2;R$ 172.965,00;18/03/2003;Enviado;1;3;2003;Carros Vintage;44;S24_2022;AV Stores, Co.;(171) 555-1555;Fauntleroy Circus;;Manchester;;EC2 5NT;Reino Unido;EMEA;Ashworth;Victoria;Pequeno
10124;22,00; R$ 4.525,00 ;1;R$ 9.955,00;21/05/2003;Enviado;2;5;2003;Carros Vintage;44;S24_2022;Signal Gift Stores;7025551838;8489 Strong St.;;Las Vegas;NV;83030;EUA;;King;Sue;Pequeno
10149;49,00; R$ 4.928,00 ;6;R$ 241.472,00;12/09/2003;Enviado;3;9;2003;Carros Vintage;44;S24_2022;Signal Collectibles Ltd.;4155554312;2793 Furth Circle;;Brisbane;CA;94217;EUA;;Taylor;Sue;Pequeno
10162;43,00; R$ 3.629,00 ;4;R$ 156.047,00;18/10/2003;Enviado;4;10;2003;Carros Vintage;44;S24_2022;Corporate Gift Ideas Co.;6505551386;7734 Strong St.;;San Francisco;CA;;EUA;;Brown;Julie;Pequeno
10173;27,00; R$ 4.122,00 ;8;R$ 111.294,00;05/11/2003;Enviado;4;11;2003;Carros Vintage;44;S24_2022;Rovelli Gifts;035-640555;Via Ludovico il Moro 22;;Bergamo;;24100;Italy;EMEA;Rovelli;Giovanni;Pequeno
10182;31,00; R$ 3.674,00 ;5;R$ 113.894,00;12/11/2003;Enviado;4;11;2003;Carros Vintage;44;S24_2022;Mini Gifts Distributors Ltd.;4155551450;5677 Strong St.;;San Rafael;CA;97562;EUA;;Nelson;Valarie;Pequeno
10193;20,00; R$ 5.062,00 ;9;R$ 10.124,00;21/11/2003;Enviado;4;11;2003;Carros Vintage;44;S24_2022;Australian Collectables, Ltd;61-9-3844-6555;7 Allen Street;;Glen Waverly;Victoria;3150;Austrália;APAC;Connery;Sean;Pequeno
10205;24,00; R$ 3.808,00 ;4;R$ 91.392,00;03/12/2003;Enviado;4;12;2003;Carros Vintage;44;S24_2022;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10214;49,00; R$ 4.794,00 ;2;R$ 234.906,00;26/01/2004;Enviado;1;1;2004;Carros Vintage;44;S24_2022;Corrida Auto Replicas, Ltd;(91) 555 22 82;C/ Araquil, 67;;Madrid;;28023;Spain;EMEA;Sommer;Mart�n;Pequeno
10227;24,00; R$ 4.838,00 ;5;R$ 116.112,00;02/03/2004;Enviado;1;3;2004;Carros Vintage;44;S24_2022;Saveley & Henriot, Co.;78.32.5555;2, rue du Commerce;;Lyon;;69004;França;EMEA;Saveley;Mary;Pequeno
10244;39,00; R$ 4.525,00 ;9;R$ 176.475,00;29/04/2004;Enviado;2;4;2004;Carros Vintage;44;S24_2022;Euro Shopping Channel;(91) 555 94 44;C/ Moralzarzal, 86;;Madrid;;28034;Spain;EMEA;Freyre;Diego;Pequeno
10255;37,00; R$ 457,00 ;2;R$ 16.909,00;04/06/2004;Enviado;2;6;2004;Carros Vintage;44;S24_2022;Mini Caravy;88.60.1555;24, place Kluber;;Strasbourg;;67000;França;EMEA;Citeaux;Frederique;Pequeno
10280;45,00; R$ 4.749,00 ;11;R$ 213.705,00;17/08/2004;Enviado;3;8;2004;Carros Vintage;44;S24_2022;Amica Models & Co.;011-4988555;Via Monte Bianco 34;;Torino;;10100;Italy;EMEA;Accorti;Paolo;Pequeno
10289;45,00; R$ 4.838,00 ;4;R$ 21.771,00;03/09/2004;Enviado;3;9;2004;Carros Vintage;44;S24_2022;Herkku Gifts;+47 2267 3215;Drammen 121, PR 744 Sentrum;;Bergen;;N 5804;Norway;EMEA;Oeztan;Veysel;Pequeno
